Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit
Furniture,Los Angeles,United States,JO-15145,Jack O'Briant,Lesro,16-01-2022,US-2022-125913,90008,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",West,Corporate,COR,TRUE,16-01-2022,Same Day,California,Tables,0.2,-$0.01K
Furniture,Denver,United States,DG-13300,Deirdre Greer,Global,25-10-2020,US-2020-130848,80219,Global Highback Leather Tilter in Burgundy,West,Corporate,COR,FALSE,25-10-2020,Same Day,Colorado,Chairs,0.2,-$0.03K
Furniture,West Allis,United States,TS-21160,Theresa Swint,O'Sullivan,13-08-2021,US-2021-156251,53214,O'Sullivan Living Dimensions 2-Shelf Bookcases,Central,Corporate,COR,FALSE,18-08-2021,Second Class,Wisconsin,Bookcases,0,$0.02K
Furniture,Canton,United States,JM-15265,Janet Molinari,Other,23-11-2022,US-2022-149160,48187,Coloredge Poster Frame,Central,Corporate,COR,TRUE,26-11-2022,Second Class,Michigan,Furnishings,0,$0.01K
Furniture,Springfield,United States,CP-12085,Cathy Prescott,Hon,13-01-2022,US-2022-167402,65807,"Hon Metal Bookcases, Black",Central,Corporate,COR,TRUE,18-01-2022,Second Class,Missouri,Bookcases,0,$0.05K
Furniture,Milwaukee,United States,SH-19975,Sally Hughsby,Office Star,25-07-2021,US-2021-115441,53209,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Central,Corporate,COR,FALSE,28-07-2021,Second Class,Wisconsin,Chairs,0,$0.10K
Furniture,Detroit,United States,LA-16780,Laura Armstrong,Hon,27-05-2021,US-2021-122903,48205,HON 5400 Series Task Chairs for Big and Tall,Central,Corporate,COR,FALSE,29-05-2021,Second Class,Michigan,Chairs,0,$0.70K
Furniture,Milwaukee,United States,DJ-13420,Denny Joy,Global,02-04-2021,US-2021-123540,53209,Global Executive Mid-Back Manager's Chair,Central,Corporate,COR,FALSE,06-04-2021,Second Class,Wisconsin,Chairs,0,$0.38K
Furniture,Milwaukee,United States,SH-19975,Sally Hughsby,Eldon,25-07-2021,US-2021-115441,53209,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Central,Corporate,COR,FALSE,28-07-2021,Second Class,Wisconsin,Furnishings,0,$0.03K
Furniture,Indianapolis,United States,HW-14935,Helen Wasserman,Hon,01-06-2022,US-2022-121559,46203,Hon 4070 Series Pagoda Round Back Stacking Chairs,Central,Corporate,COR,TRUE,03-06-2022,Second Class,Indiana,Chairs,0,$0.54K
Furniture,Mcallen,United States,MP-17965,Michael Paige,Global,18-04-2020,US-2020-163433,78501,"Global Geo Office Task Chair, Gray",Central,Corporate,COR,FALSE,22-04-2020,Second Class,Texas,Chairs,0.3,-$0.02K
Furniture,Aurora,United States,BF-11020,Barry Französisch,Global,07-07-2021,US-2021-159940,60505,Global Ergonomic Managers Chair,Central,Corporate,COR,FALSE,11-07-2021,Second Class,Illinois,Chairs,0.3,-$0.01K
Furniture,Houston,United States,DK-12835,Damala Kotsonis,Office Star,23-11-2019,US-2019-143721,77095,Office Star Flex Back Scooter Chair with White Frame,Central,Corporate,COR,FALSE,26-11-2019,Second Class,Texas,Chairs,0.3,-$0.04K
Furniture,Chicago,United States,TH-21235,Tiffany House,Global,28-05-2022,US-2022-118556,60653,"Global Task Chair, Black",Central,Corporate,COR,TRUE,02-06-2022,Second Class,Illinois,Chairs,0.3,-$0.03K
Furniture,Houston,United States,MC-17605,Matt Connell,Hon,01-12-2019,US-2019-161613,77070,Hon 4070 Series Pagoda Round Back Stacking Chairs,Central,Corporate,COR,FALSE,03-12-2019,Second Class,Texas,Chairs,0.3,-$0.02K
Furniture,Port Arthur,United States,CA-11965,Carol Adams,O'Sullivan,21-11-2020,US-2020-105690,77642,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Central,Corporate,COR,FALSE,26-11-2020,Second Class,Texas,Bookcases,0.32,-$0.08K
Furniture,Houston,United States,MY-18295,Muhammed Yedwab,Sauder,02-12-2021,US-2021-164770,77036,Sauder Camden County Collection Library,Central,Corporate,COR,FALSE,04-12-2021,Second Class,Texas,Bookcases,0.32,-$0.14K
Furniture,Chicago,United States,JM-15265,Janet Molinari,Tenex,31-05-2020,US-2020-100818,60653,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Central,Corporate,COR,FALSE,05-06-2020,Second Class,Illinois,Furnishings,0.6,-$0.06K
Furniture,Houston,United States,LA-16780,Laura Armstrong,GE,23-12-2021,US-2021-132829,77041,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Central,Corporate,COR,FALSE,26-12-2021,Second Class,Texas,Furnishings,0.6,$0.00K
Furniture,San Antonio,United States,FA-14230,Frank Atkinson,Dana,09-02-2020,US-2020-135391,78207,"Dana Fluorescent Magnifying Lamp, White, 36""",Central,Corporate,COR,FALSE,11-02-2020,Second Class,Texas,Furnishings,0.6,-$0.03K
Furniture,Houston,United States,MC-17425,Mark Cousins,Staple-based wall hangings,16-07-2021,US-2021-130050,77036,Staple-based wall hangings,Central,Corporate,COR,FALSE,18-07-2021,Second Class,Texas,Furnishings,0.6,$0.00K
Furniture,Corpus Christi,United States,SC-20260,Scott Cohen,Other,14-09-2019,US-2019-127635,78415,Stacking Trays by OIC,Central,Corporate,COR,FALSE,18-09-2019,Second Class,Texas,Furnishings,0.6,-$0.01K
Furniture,Round Rock,United States,EB-13750,Edward Becker,Tenex,10-11-2022,US-2022-161739,78664,Tenex Antistatic Computer Chair Mats,Central,Corporate,COR,TRUE,15-11-2022,Second Class,Texas,Furnishings,0.6,-$0.43K
Furniture,Aurora,United States,BF-11020,Barry Französisch,Other,07-07-2021,US-2021-159940,60505,Flat Face Poster Frame,Central,Corporate,COR,FALSE,11-07-2021,Second Class,Illinois,Furnishings,0.6,-$0.03K
Furniture,Providence,United States,JG-15310,Jason Gross,Bush,22-12-2022,US-2022-119578,2908,"Bush Cubix Collection Bookcases, Fully Assembled",East,Corporate,COR,TRUE,27-12-2022,Second Class,Rhode Island,Bookcases,0,$0.05K
Furniture,Newark,United States,HE-14800,Harold Engle,Electrix,05-12-2021,US-2021-146374,19711,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,East,Corporate,COR,FALSE,10-12-2021,Second Class,Delaware,Furnishings,0,$0.01K
Furniture,New York City,United States,JD-15895,Jonathan Doherty,Tenex,25-01-2021,US-2021-168046,10024,Tenex B1-RE Series Chair Mats for Low Pile Carpets,East,Corporate,COR,FALSE,28-01-2021,Second Class,New York,Furnishings,0,$0.01K
Furniture,Lakewood,United States,ML-17395,Marina Lichtenstein,Global,13-10-2019,US-2019-164742,8701,"Global High-Back Leather Tilter, Burgundy",East,Corporate,COR,FALSE,18-10-2019,Second Class,New Jersey,Chairs,0,$0.03K
Furniture,Dover,United States,GB-14530,George Bell,Tenex,08-05-2021,US-2021-164672,19901,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,Corporate,COR,FALSE,13-05-2021,Second Class,Delaware,Furnishings,0,$0.04K
Furniture,Paterson,United States,EM-13825,Elizabeth Moffitt,Eldon,31-05-2020,US-2020-149748,7501,Eldon Image Series Black Desk Accessories,East,Corporate,COR,FALSE,02-06-2020,Second Class,New Jersey,Furnishings,0,$0.00K
Furniture,New York City,United States,NG-18355,Nat Gilpin,DAX,18-08-2022,US-2022-117947,10011,"DAX Metal Frame, Desktop, Stepped-Edge",East,Corporate,COR,TRUE,23-08-2022,Second Class,New York,Furnishings,0,$0.02K
Furniture,New York City,United States,NG-18355,Nat Gilpin,DAX,18-08-2022,US-2022-117947,10011,"DAX Value U-Channel Document Frames, Easel Back",East,Corporate,COR,TRUE,23-08-2022,Second Class,New York,Furnishings,0,$0.00K
Furniture,New York City,United States,AS-10225,Alan Schoenberger,Electrix,04-05-2020,US-2020-144253,10024,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,East,Corporate,COR,FALSE,09-05-2020,Second Class,New York,Furnishings,0,$0.01K
Furniture,New York City,United States,DM-13525,Don Miller,Deflect-o,11-09-2020,US-2020-132465,10035,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,East,Corporate,COR,FALSE,15-09-2020,Second Class,New York,Furnishings,0,$0.05K
Furniture,Clinton,United States,KN-16390,Katherine Nockton,Global,07-11-2022,US-2022-113460,20735,Global Highback Leather Tilter in Burgundy,East,Corporate,COR,TRUE,09-11-2022,Second Class,Maryland,Chairs,0,$0.04K
Furniture,Buffalo,United States,SP-20620,Stefania Perrino,Deflect-o,13-11-2022,US-2022-112844,14215,"Deflect-o EconoMat Nonstudded, No Bevel Mat",East,Corporate,COR,TRUE,16-11-2022,Second Class,New York,Furnishings,0,$0.03K
Furniture,New York City,United States,NG-18355,Nat Gilpin,Seth Thomas,18-08-2022,US-2022-117947,10011,"Seth Thomas 14"" Putty-Colored Wall Clock",East,Corporate,COR,TRUE,23-08-2022,Second Class,New York,Furnishings,0,$0.03K
Furniture,New York City,United States,KH-16330,Katharine Harms,Tensor,20-11-2022,US-2022-120404,10035,Tensor Brushed Steel Torchiere Floor Lamp,East,Corporate,COR,TRUE,24-11-2022,Second Class,New York,Furnishings,0,$0.01K
Furniture,Baltimore,United States,LA-16780,Laura Armstrong,Howard Miller,24-11-2021,US-2021-123806,21215,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",East,Corporate,COR,FALSE,27-11-2021,Second Class,Maryland,Furnishings,0,$0.09K
Furniture,Lowell,United States,RR-19525,Rick Reed,Global,09-09-2019,US-2019-126403,1852,Global Italian Leather Office Chair,East,Corporate,COR,FALSE,12-09-2019,Second Class,Massachusetts,Chairs,0,$0.21K
Furniture,Concord,United States,LO-17170,Lori Olson,Advantus,28-05-2022,US-2022-141572,3301,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",East,Corporate,COR,TRUE,31-05-2022,Second Class,New Hampshire,Furnishings,0,$0.10K
Furniture,New York City,United States,DB-12970,Darren Budd,Office Star,24-07-2021,US-2021-162943,10035,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,East,Corporate,COR,FALSE,26-07-2021,Second Class,New York,Chairs,0.1,$0.03K
Furniture,New York City,United States,CV-12805,Cynthia Voltz,Global,20-01-2022,US-2022-157252,10024,Global Deluxe Steno Chair,East,Corporate,COR,TRUE,23-01-2022,Second Class,New York,Chairs,0.1,$0.00K
Furniture,New York City,United States,SM-20950,Suzanne McNair,Other,20-12-2019,US-2019-163412,10035,Harbour Creations 67200 Series Stacking Chairs,East,Corporate,COR,FALSE,23-12-2019,Second Class,New York,Chairs,0.1,$0.04K
Furniture,New York City,United States,BM-11575,Brendan Murry,Bush,15-09-2020,US-2020-105102,10035,"Bush Westfield Collection Bookcases, Medium Cherry Finish",East,Corporate,COR,FALSE,19-09-2020,Second Class,New York,Bookcases,0.2,$0.00K
Furniture,Toledo,United States,MF-17665,Maureen Fritzler,DAX,09-01-2021,US-2021-126543,43615,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",East,Corporate,COR,FALSE,13-01-2021,Second Class,Ohio,Furnishings,0.2,$0.00K
Furniture,Bethlehem,United States,AH-10195,Alan Haines,Other,05-03-2020,US-2020-125185,18018,36X48 HARDFLOOR CHAIRMAT,East,Corporate,COR,FALSE,07-03-2020,Second Class,Pennsylvania,Furnishings,0.2,-$0.01K
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,Howard Miller,05-09-2021,US-2021-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Corporate,COR,FALSE,07-09-2021,Second Class,Pennsylvania,Furnishings,0.2,$0.01K
Furniture,Reading,United States,TS-21430,Tom Stivers,GE,11-11-2019,US-2019-155796,19601,"GE 4 Foot Flourescent Tube, 40 Watt",East,Corporate,COR,FALSE,15-11-2019,Second Class,Pennsylvania,Furnishings,0.2,$0.01K
Furniture,Newark,United States,KH-16330,Katharine Harms,Other,19-06-2022,US-2022-128944,43055,Contemporary Wood/Metal Frame,East,Corporate,COR,TRUE,21-06-2022,Second Class,Ohio,Furnishings,0.2,$0.01K
Furniture,New York City,United States,SW-20755,Steven Ward,O'Sullivan,14-07-2021,US-2021-137050,10009,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,East,Corporate,COR,FALSE,18-07-2021,Second Class,New York,Bookcases,0.2,$0.02K
Furniture,Philadelphia,United States,SP-20545,Sibella Parks,Luxo,09-10-2021,US-2021-128909,19143,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,East,Corporate,COR,FALSE,11-10-2021,Second Class,Pennsylvania,Furnishings,0.2,-$0.02K
Furniture,Watertown,United States,PC-18745,Pamela Coakley,Atlantic,31-12-2019,US-2019-150245,13601,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",East,Corporate,COR,FALSE,04-01-2020,Second Class,New York,Bookcases,0.2,$0.20K
Furniture,Bethlehem,United States,AH-10195,Alan Haines,Other,05-03-2020,US-2020-125185,18018,"Situations Contoured Folding Chairs, 4/Set",East,Corporate,COR,FALSE,07-03-2020,Second Class,Pennsylvania,Chairs,0.3,-$0.01K
Furniture,Philadelphia,United States,SC-20770,Stewart Carmichael,SAFCO,13-03-2021,US-2021-114013,19134,SAFCO Arco Folding Chair,East,Corporate,COR,FALSE,15-03-2021,Second Class,Pennsylvania,Chairs,0.3,-$0.01K
Furniture,Newark,United States,KH-16330,Katharine Harms,Global,19-06-2022,US-2022-128944,43055,Global Ergonomic Managers Chair,East,Corporate,COR,TRUE,21-06-2022,Second Class,Ohio,Chairs,0.3,-$0.04K
Furniture,Philadelphia,United States,EB-13705,Ed Braxton,Global,15-12-2019,US-2019-129938,19140,"Global Wood Trimmed Manager's Task Chair, Khaki",East,Corporate,COR,FALSE,17-12-2019,Second Class,Pennsylvania,Chairs,0.3,-$0.11K
Furniture,New York City,United States,DK-13225,Dean Katz,Bevis,26-11-2021,US-2021-130288,10011,"Bevis Oval Conference Table, Walnut",East,Corporate,COR,FALSE,30-11-2021,Second Class,New York,Tables,0.4,-$0.12K
Furniture,New York City,United States,JD-15895,Jonathan Doherty,Chromcraft,25-01-2021,US-2021-168046,10024,Chromcraft Round Conference Tables,East,Corporate,COR,FALSE,28-01-2021,Second Class,New York,Tables,0.4,-$0.10K
Furniture,Philadelphia,United States,AR-10345,Alex Russell,Hon,30-12-2019,US-2019-115189,19143,Hon 5100 Series Wood Tables,East,Corporate,COR,FALSE,03-01-2020,Second Class,Pennsylvania,Tables,0.4,-$0.19K
Furniture,Dublin,United States,FM-14215,Filia McAdams,SAFCO,29-04-2022,US-2022-164056,43017,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",East,Corporate,COR,TRUE,04-05-2022,Second Class,Ohio,Tables,0.4,-$0.07K
Furniture,Lorain,United States,AJ-10780,Anthony Jacobs,Hon,31-10-2019,US-2019-108609,44052,Hon 94000 Series Round Tables,East,Corporate,COR,FALSE,02-11-2019,Second Class,Ohio,Tables,0.4,-$0.73K
Furniture,Reading,United States,TS-21430,Tom Stivers,Atlantic,11-11-2019,US-2019-155796,19601,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",East,Corporate,COR,FALSE,15-11-2019,Second Class,Pennsylvania,Bookcases,0.5,-$0.25K
Furniture,Troy,United States,DW-13585,Dorothy Wardle,Sauder,28-06-2020,US-2020-162950,45373,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",East,Corporate,COR,FALSE,03-07-2020,Second Class,Ohio,Bookcases,0.5,-$0.38K
Furniture,Louisville,United States,BS-11590,Brendan Sweed,Office Star,25-11-2022,US-2022-109610,40214,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,South,Corporate,COR,TRUE,30-11-2022,Second Class,Kentucky,Chairs,0,$0.17K
Furniture,Montgomery,United States,JW-15220,Jane Waco,Master Caster,02-10-2022,US-2022-116113,36116,"Master Caster Door Stop, Gray",South,Corporate,COR,TRUE,06-10-2022,Second Class,Alabama,Furnishings,0,$0.00K
Furniture,Marietta,United States,RF-19345,Randy Ferguson,Global,28-11-2021,US-2021-163167,30062,"Global Push Button Manager's Chair, Indigo",South,Corporate,COR,FALSE,01-12-2021,Second Class,Georgia,Chairs,0,$0.05K
Furniture,Warner Robins,United States,DJ-13420,Denny Joy,Office Star,04-10-2020,US-2020-168004,31088,Office Star - Mesh Screen back chair with Vinyl seat,South,Corporate,COR,FALSE,09-10-2020,Second Class,Georgia,Chairs,0,$0.04K
Furniture,Henderson,United States,TB-21175,Thomas Boland,Hon,02-11-2022,US-2022-143567,42420,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",South,Corporate,COR,TRUE,05-11-2022,Second Class,Kentucky,Chairs,0,$0.29K
Furniture,Columbia,United States,CS-12250,Chris Selesnick,Eldon,28-11-2019,US-2019-101560,29203,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,South,Corporate,COR,FALSE,01-12-2019,Second Class,South Carolina,Furnishings,0,$0.04K
Furniture,Montgomery,United States,AS-10225,Alan Schoenberger,Global,18-10-2019,US-2019-110408,36116,"Global Wood Trimmed Manager's Task Chair, Khaki",South,Corporate,COR,FALSE,20-10-2019,Second Class,Alabama,Chairs,0,$0.07K
Furniture,Gulfport,United States,AH-10030,Aaron Hawkins,Eldon,20-03-2021,US-2021-162747,39503,"Eldon Image Series Desk Accessories, Ebony",South,Corporate,COR,FALSE,25-03-2021,Second Class,Mississippi,Furnishings,0,$0.04K
Furniture,Murfreesboro,United States,DJ-13510,Don Jones,Other,03-11-2022,US-2022-153339,37130,Telescoping Adjustable Floor Lamp,South,Corporate,COR,TRUE,05-11-2022,Second Class,Tennessee,Furnishings,0.2,$0.00K
Furniture,Fayetteville,United States,BF-10975,Barbara Fisher,Other,05-07-2020,US-2020-116750,28314,Stackable Trays,South,Corporate,COR,FALSE,10-07-2020,Second Class,North Carolina,Furnishings,0.2,$0.00K
Furniture,Jacksonville,United States,BF-11020,Barry Französisch,Global,01-04-2022,US-2022-134495,32216,"Global Wood Trimmed Manager's Task Chair, Khaki",South,Corporate,COR,TRUE,04-04-2022,Second Class,Florida,Chairs,0.2,-$0.02K
Furniture,Knoxville,United States,AH-10075,Adam Hart,Office Star,19-05-2022,US-2022-145702,37918,Office Star - Mesh Screen back chair with Vinyl seat,South,Corporate,COR,TRUE,24-05-2022,Second Class,Tennessee,Chairs,0.2,-$0.04K
Furniture,Port Saint Lucie,United States,MP-17965,Michael Paige,Bush,17-07-2020,US-2020-149629,34952,"Bush Westfield Collection Bookcases, Medium Cherry Finish",South,Corporate,COR,FALSE,20-07-2020,Second Class,Florida,Bookcases,0.2,$0.01K
Furniture,Jacksonville,United States,MG-18205,Mitch Gastineau,Other,10-04-2022,US-2022-115070,32216,Stackable Trays,South,Corporate,COR,TRUE,14-04-2022,Second Class,Florida,Furnishings,0.2,$0.00K
Furniture,Hialeah,United States,KB-16585,Ken Black,Hon,16-12-2019,US-2019-153913,33012,Hon Olson Stacker Stools,South,Corporate,COR,FALSE,20-12-2019,Second Class,Florida,Chairs,0.2,$0.10K
Furniture,Franklin,United States,DK-12835,Damala Kotsonis,Hon,09-12-2021,US-2021-161844,37064,Hon 61000 Series Interactive Training Tables,South,Corporate,COR,FALSE,14-12-2021,Second Class,Tennessee,Tables,0.4,-$0.03K
Furniture,Charlotte,United States,ER-13855,Elpida Rittenbach,Other,04-11-2021,US-2021-162236,28205,BPI Conference Tables,South,Corporate,COR,FALSE,06-11-2021,Second Class,North Carolina,Tables,0.4,-$0.29K
Furniture,Inglewood,United States,DR-12880,Dan Reichenbach,GE,27-08-2022,US-2022-161956,90301,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",West,Corporate,COR,TRUE,29-08-2022,Second Class,California,Furnishings,0,$0.10K
Furniture,Oceanside,United States,AY-10555,Andy Yotov,DAX,16-12-2022,US-2022-137428,92054,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",West,Corporate,COR,TRUE,21-12-2022,Second Class,California,Furnishings,0,$0.01K
Furniture,San Francisco,United States,EH-13765,Edward Hooks,Westinghouse,13-03-2021,US-2021-136301,94109,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",West,Corporate,COR,FALSE,15-03-2021,Second Class,California,Furnishings,0,$0.01K
Furniture,San Francisco,United States,HH-15010,Hilary Holden,Linden,19-10-2022,US-2022-131492,94110,"Linden 10"" Round Wall Clock, Black",West,Corporate,COR,TRUE,24-10-2022,Second Class,California,Furnishings,0,$0.01K
Furniture,Provo,United States,AS-10225,Alan Schoenberger,Global,17-09-2022,US-2022-112515,84604,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",West,Corporate,COR,TRUE,21-09-2022,Second Class,Utah,Bookcases,0,$0.08K
Furniture,Brentwood,United States,LW-16825,Laurel Workman,Staple-based wall hangings,25-11-2019,US-2019-164721,94513,Staple-based wall hangings,West,Corporate,COR,FALSE,27-11-2019,Second Class,California,Furnishings,0,$0.01K
Furniture,Seattle,United States,AS-10285,Alejandro Savely,Tenex,04-11-2021,US-2021-163755,98103,"Tenex ""The Solids"" Textured Chair Mats",West,Corporate,COR,FALSE,08-11-2021,Second Class,Washington,Furnishings,0,$0.04K
Furniture,Seattle,United States,PW-19030,Pauline Webber,Executive Impressions,27-06-2022,US-2022-116988,98105,Executive Impressions Supervisor Wall Clock,West,Corporate,COR,TRUE,29-06-2022,Second Class,Washington,Furnishings,0,$0.04K
Furniture,Los Angeles,United States,ML-17395,Marina Lichtenstein,Other,09-02-2022,US-2022-150602,90045,"Master Big Foot Doorstop, Beige",West,Corporate,COR,TRUE,14-02-2022,Second Class,California,Furnishings,0,$0.01K
Furniture,Vancouver,United States,AR-10825,Anthony Rawles,3M,11-12-2021,US-2021-160745,98661,3M Hangers With Command Adhesive,West,Corporate,COR,FALSE,16-12-2021,Second Class,Washington,Furnishings,0,$0.01K
Furniture,Los Angeles,United States,HM-14860,Harry Marie,Master Caster,04-12-2020,US-2020-118871,90049,"Master Caster Door Stop, Large Brown",West,Corporate,COR,FALSE,09-12-2020,Second Class,California,Furnishings,0,$0.01K
Furniture,Covington,United States,CP-12085,Cathy Prescott,Eldon,24-03-2020,US-2020-145457,98042,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",West,Corporate,COR,FALSE,27-03-2020,Second Class,Washington,Furnishings,0,$0.01K
Furniture,San Francisco,United States,SC-20770,Stewart Carmichael,Howard Miller,20-06-2020,US-2020-140144,94122,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",West,Corporate,COR,FALSE,25-06-2020,Second Class,California,Furnishings,0,$0.10K
Furniture,Apple Valley,United States,AJ-10795,Anthony Johnson,Atlantic,17-07-2022,US-2022-142342,92307,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",West,Corporate,COR,TRUE,19-07-2022,Second Class,California,Bookcases,0.15,$0.21K
Furniture,Los Angeles,United States,GB-14530,George Bell,Hon,02-07-2021,US-2021-149314,90004,Hon Deluxe Fabric Upholstered Stacking Chairs,West,Corporate,COR,FALSE,07-07-2021,Second Class,California,Chairs,0.2,$0.02K
Furniture,Los Angeles,United States,KB-16240,Karen Bern,SAFCO,07-11-2020,US-2020-102848,90036,Safco Contoured Stacking Chairs,West,Corporate,COR,FALSE,09-11-2020,Second Class,California,Chairs,0.2,$0.01K
Furniture,Eugene,United States,TP-21565,Tracy Poddar,Office Star,04-11-2021,US-2021-163328,97405,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",West,Corporate,COR,FALSE,06-11-2021,Second Class,Oregon,Chairs,0.2,-$0.01K
Furniture,Arvada,United States,BP-11185,Ben Peterman,Eldon,12-09-2021,US-2021-142902,80004,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",West,Corporate,COR,FALSE,14-09-2021,Second Class,Colorado,Furnishings,0.2,$0.00K
Furniture,Los Angeles,United States,AR-10405,Allen Rosenblatt,Bevis,03-10-2019,US-2019-157882,90036,Bevis Round Conference Room Tables and Bases,West,Corporate,COR,FALSE,08-10-2019,Second Class,California,Tables,0.2,$0.00K
Furniture,Oceanside,United States,AY-10555,Andy Yotov,Global,16-12-2022,US-2022-137428,92054,"Global Deluxe Stacking Chair, Gray",West,Corporate,COR,TRUE,21-12-2022,Second Class,California,Chairs,0.2,$0.01K
Furniture,Oceanside,United States,AY-10555,Andy Yotov,Global,16-12-2022,US-2022-137428,92054,"Global Value Steno Chair, Gray",West,Corporate,COR,TRUE,21-12-2022,Second Class,California,Chairs,0.2,$0.01K
Furniture,Arvada,United States,BP-11185,Ben Peterman,Hon,12-09-2021,US-2021-142902,80004,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,West,Corporate,COR,FALSE,14-09-2021,Second Class,Colorado,Chairs,0.2,$0.05K
Furniture,Spokane,United States,BW-11110,Bart Watters,Hon,31-08-2022,US-2022-154074,99207,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,West,Corporate,COR,TRUE,02-09-2022,Second Class,Washington,Chairs,0.2,$0.01K
Furniture,Los Angeles,United States,BF-11020,Barry Französisch,Barricks,02-08-2021,US-2021-156265,90032,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",West,Corporate,COR,FALSE,04-08-2021,Second Class,California,Tables,0.2,$0.02K
Furniture,Los Angeles,United States,DB-12970,Darren Budd,Bush,14-12-2020,US-2020-141593,90045,"Bush Andora Conference Table, Maple/Graphite Gray Finish",West,Corporate,COR,FALSE,16-12-2020,Second Class,California,Tables,0.2,$0.01K
Furniture,Los Angeles,United States,CP-12340,Christine Phan,Hon,03-06-2021,US-2021-164889,90049,Hon 61000 Series Interactive Training Tables,West,Corporate,COR,FALSE,06-06-2021,Second Class,California,Tables,0.2,$0.00K
Furniture,San Francisco,United States,HH-15010,Hilary Holden,Other,19-10-2022,US-2022-131492,94110,Anderson Hickey Conga Table Tops & Accessories,West,Corporate,COR,TRUE,24-10-2022,Second Class,California,Tables,0.2,$0.00K
Furniture,Inglewood,United States,DR-12880,Dan Reichenbach,Bevis,27-08-2022,US-2022-161956,90301,Bevis Steel Folding Chairs,West,Corporate,COR,TRUE,29-08-2022,Second Class,California,Chairs,0.2,$0.02K
Furniture,Los Angeles,United States,AR-10405,Allen Rosenblatt,Global,03-10-2019,US-2019-157882,90036,"Global Deluxe Stacking Chair, Gray",West,Corporate,COR,FALSE,08-10-2019,Second Class,California,Chairs,0.2,$0.01K
Furniture,Los Angeles,United States,DH-13075,Dave Hallsten,Global,01-03-2020,US-2020-102316,90045,Global Deluxe Steno Chair,West,Corporate,COR,FALSE,03-03-2020,Second Class,California,Chairs,0.2,-$0.02K
Furniture,San Francisco,United States,DK-13225,Dean Katz,Hon,12-03-2021,US-2021-127138,94109,Hon 4070 Series Pagoda Round Back Stacking Chairs,West,Corporate,COR,FALSE,15-03-2021,Second Class,California,Chairs,0.2,$0.08K
Furniture,Eugene,United States,TP-21565,Tracy Poddar,Global,04-11-2021,US-2021-163328,97405,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,West,Corporate,COR,FALSE,06-11-2021,Second Class,Oregon,Chairs,0.2,-$0.10K
Furniture,Los Angeles,United States,GM-14695,Greg Maxwell,Chromcraft,04-09-2022,US-2022-102750,90036,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,West,Corporate,COR,TRUE,08-09-2022,Second Class,California,Tables,0.2,-$0.10K
